tensor_path,label,video_id
./dataset/tensors\12322799_1920_1080_60fps_frame_00041.pt,0,12322799_1920_1080_60fps
./dataset/tensors\12322799_1920_1080_60fps_frame_00042.pt,0,12322799_1920_1080_60fps
./dataset/tensors\12322799_1920_1080_60fps_frame_00043.pt,0,12322799_1920_1080_60fps
./dataset/tensors\12322799_1920_1080_60fps_frame_00044.pt,0,12322799_1920_1080_60fps
./dataset/tensors\12322799_1920_1080_60fps_frame_00045.pt,0,12322799_1920_1080_60fps
./dataset/tensors\12322799_1920_1080_60fps_frame_00046.pt,0,12322799_1920_1080_60fps
./dataset/tensors\12322799_1920_1080_60fps_frame_00047.pt,0,12322799_1920_1080_60fps
./dataset/tensors\12322799_1920_1080_60fps_frame_00048.pt,0,12322799_1920_1080_60fps
./dataset/tensors\12322799_1920_1080_60fps_frame_00049.pt,0,12322799_1920_1080_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00050.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00051.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00052.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00053.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00054.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00055.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00056.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00057.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00058.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00059.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00060.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00061.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00062.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00063.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00064.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00065.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00066.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00067.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00068.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00069.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00070.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00071.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00072.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00073.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00074.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00075.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00076.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00077.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00078.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12596188_3840_2160_60fps_frame_00079.pt,0,12596188_3840_2160_60fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00080.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00081.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00082.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00083.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00084.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00085.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00086.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00087.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00088.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00089.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00090.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00091.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00092.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00093.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00094.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00095.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00096.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00097.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00098.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00099.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00100.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00101.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00102.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00103.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00104.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00105.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00106.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12940828_3840_2160_30fps_frame_00107.pt,0,12940828_3840_2160_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00108.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00109.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00110.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00111.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00112.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00113.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00114.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00115.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00116.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00117.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00118.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00119.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00120.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00121.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00122.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00123.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00124.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00125.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00126.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00127.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00128.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00129.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00130.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00131.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00132.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00133.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00134.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00135.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00136.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00137.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00138.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\12986236-hd_1080_1920_30fps_frame_00139.pt,0,12986236-hd_1080_1920_30fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00140.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00141.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00142.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00143.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00144.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00145.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00146.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00147.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00148.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00149.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00150.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00151.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00152.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00153.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00154.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00155.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00156.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00157.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00158.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00159.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00160.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00161.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00162.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00163.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00164.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00165.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00166.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00167.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00168.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00169.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00170.pt,0,13446869_1080_1920_60fps
./dataset/tensors\13446869_1080_1920_60fps_frame_00171.pt,0,13446869_1080_1920_60fps
./dataset/tensors\14590079_3840_2160_50fps_frame_00172.pt,0,14590079_3840_2160_50fps
./dataset/tensors\14590079_3840_2160_50fps_frame_00173.pt,0,14590079_3840_2160_50fps
./dataset/tensors\14590079_3840_2160_50fps_frame_00174.pt,0,14590079_3840_2160_50fps
./dataset/tensors\14590079_3840_2160_50fps_frame_00175.pt,0,14590079_3840_2160_50fps
./dataset/tensors\14590079_3840_2160_50fps_frame_00176.pt,0,14590079_3840_2160_50fps
./dataset/tensors\14590079_3840_2160_50fps_frame_00177.pt,0,14590079_3840_2160_50fps
./dataset/tensors\14590079_3840_2160_50fps_frame_00178.pt,0,14590079_3840_2160_50fps
./dataset/tensors\14590079_3840_2160_50fps_frame_00179.pt,0,14590079_3840_2160_50fps
./dataset/tensors\14590079_3840_2160_50fps_frame_00180.pt,0,14590079_3840_2160_50fps
./dataset/tensors\14590079_3840_2160_50fps_frame_00181.pt,0,14590079_3840_2160_50fps
./dataset/tensors\14590079_3840_2160_50fps_frame_00182.pt,0,14590079_3840_2160_50fps
./dataset/tensors\14667614_3840_2160_30fps_frame_00183.pt,0,14667614_3840_2160_30fps
./dataset/tensors\14667614_3840_2160_30fps_frame_00184.pt,0,14667614_3840_2160_30fps
./dataset/tensors\14667614_3840_2160_30fps_frame_00185.pt,0,14667614_3840_2160_30fps
./dataset/tensors\14667614_3840_2160_30fps_frame_00186.pt,0,14667614_3840_2160_30fps
./dataset/tensors\14667614_3840_2160_30fps_frame_00187.pt,0,14667614_3840_2160_30fps
./dataset/tensors\14667614_3840_2160_30fps_frame_00188.pt,0,14667614_3840_2160_30fps
./dataset/tensors\14667614_3840_2160_30fps_frame_00189.pt,0,14667614_3840_2160_30fps
./dataset/tensors\14667614_3840_2160_30fps_frame_00190.pt,0,14667614_3840_2160_30fps
./dataset/tensors\14667614_3840_2160_30fps_frame_00191.pt,0,14667614_3840_2160_30fps
./dataset/tensors\14667614_3840_2160_30fps_frame_00192.pt,0,14667614_3840_2160_30fps
./dataset/tensors\14667614_3840_2160_30fps_frame_00193.pt,0,14667614_3840_2160_30fps
./dataset/tensors\14667614_3840_2160_30fps_frame_00194.pt,0,14667614_3840_2160_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00195.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00196.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00197.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00198.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00199.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00200.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00201.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00202.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00203.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00204.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00205.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00206.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00207.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00208.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00209.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00210.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00211.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00212.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00213.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15020038_1080_1920_30fps_frame_00214.pt,0,15020038_1080_1920_30fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00215.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00216.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00217.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00218.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00219.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00220.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00221.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00222.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00223.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00224.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00225.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00226.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00227.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00228.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00229.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00230.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15073904_3840_2160_24fps_frame_00231.pt,0,15073904_3840_2160_24fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00232.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00233.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00234.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00235.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00236.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00237.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00238.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00239.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00240.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00241.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00242.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00243.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00244.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00245.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00246.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00247.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00248.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00249.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00250.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00251.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00252.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00253.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00254.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00255.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00256.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00257.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00258.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00259.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15208635_1920_1080_30fps_frame_00260.pt,0,15208635_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00261.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00262.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00263.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00264.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00265.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00266.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00267.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00268.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00269.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00270.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00271.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00272.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00273.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00274.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00275.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00276.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00277.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00278.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00279.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00280.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00281.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00282.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00283.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00284.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00285.pt,0,15399966_1920_1080_30fps
./dataset/tensors\15399966_1920_1080_30fps_frame_00286.pt,0,15399966_1920_1080_30fps
