image_path,label,video_id
./dataset/frames\12596188_3840_2160_60fps_frame_0028.png,0,12596188_3840_2160_60fps
./dataset/frames\12596188_3840_2160_60fps_frame_0029.png,0,12596188_3840_2160_60fps
./dataset/frames\12940828_3840_2160_30fps_frame_0000.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0001.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0002.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0003.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0004.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0005.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0006.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0007.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0008.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0009.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0010.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0011.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0012.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0013.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0014.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0015.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0016.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0017.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0018.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0019.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0020.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0021.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0022.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0023.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0024.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0025.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0026.png,0,12940828_3840_2160_30fps
./dataset/frames\12940828_3840_2160_30fps_frame_0027.png,0,12940828_3840_2160_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0000.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0001.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0002.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0003.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0004.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0005.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0006.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0007.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0008.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0009.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0010.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0011.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0012.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0013.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0014.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0015.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0016.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0017.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0018.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0019.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0020.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0021.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0022.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0023.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0024.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0025.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0026.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0027.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0028.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0029.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0030.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\12986236-hd_1080_1920_30fps_frame_0031.png,0,12986236-hd_1080_1920_30fps
./dataset/frames\13446869_1080_1920_60fps_frame_0000.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0001.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0002.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0003.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0004.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0005.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0006.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0007.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0008.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0009.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0010.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0011.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0012.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0013.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0014.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0015.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0016.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0017.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0018.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0019.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0020.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0021.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0022.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0023.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0024.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0025.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0026.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0027.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0028.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0029.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0030.png,0,13446869_1080_1920_60fps
./dataset/frames\13446869_1080_1920_60fps_frame_0031.png,0,13446869_1080_1920_60fps
./dataset/frames\14590079_3840_2160_50fps_frame_0000.png,0,14590079_3840_2160_50fps
./dataset/frames\14590079_3840_2160_50fps_frame_0001.png,0,14590079_3840_2160_50fps
./dataset/frames\14590079_3840_2160_50fps_frame_0002.png,0,14590079_3840_2160_50fps
./dataset/frames\14590079_3840_2160_50fps_frame_0003.png,0,14590079_3840_2160_50fps
./dataset/frames\14590079_3840_2160_50fps_frame_0004.png,0,14590079_3840_2160_50fps
./dataset/frames\14590079_3840_2160_50fps_frame_0005.png,0,14590079_3840_2160_50fps
./dataset/frames\14590079_3840_2160_50fps_frame_0006.png,0,14590079_3840_2160_50fps
./dataset/frames\14590079_3840_2160_50fps_frame_0007.png,0,14590079_3840_2160_50fps
./dataset/frames\14590079_3840_2160_50fps_frame_0008.png,0,14590079_3840_2160_50fps
./dataset/frames\14590079_3840_2160_50fps_frame_0009.png,0,14590079_3840_2160_50fps
./dataset/frames\14590079_3840_2160_50fps_frame_0010.png,0,14590079_3840_2160_50fps
./dataset/frames\14667614_3840_2160_30fps_frame_0000.png,0,14667614_3840_2160_30fps
./dataset/frames\14667614_3840_2160_30fps_frame_0001.png,0,14667614_3840_2160_30fps
./dataset/frames\14667614_3840_2160_30fps_frame_0002.png,0,14667614_3840_2160_30fps
./dataset/frames\14667614_3840_2160_30fps_frame_0003.png,0,14667614_3840_2160_30fps
./dataset/frames\14667614_3840_2160_30fps_frame_0004.png,0,14667614_3840_2160_30fps
./dataset/frames\14667614_3840_2160_30fps_frame_0005.png,0,14667614_3840_2160_30fps
./dataset/frames\14667614_3840_2160_30fps_frame_0006.png,0,14667614_3840_2160_30fps
./dataset/frames\14667614_3840_2160_30fps_frame_0007.png,0,14667614_3840_2160_30fps
./dataset/frames\14667614_3840_2160_30fps_frame_0008.png,0,14667614_3840_2160_30fps
./dataset/frames\14667614_3840_2160_30fps_frame_0009.png,0,14667614_3840_2160_30fps
./dataset/frames\14667614_3840_2160_30fps_frame_0010.png,0,14667614_3840_2160_30fps
./dataset/frames\14667614_3840_2160_30fps_frame_0011.png,0,14667614_3840_2160_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0000.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0001.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0002.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0003.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0004.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0005.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0006.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0007.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0008.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0009.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0010.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0011.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0012.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0013.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0014.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0015.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0016.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0017.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0018.png,0,15020038_1080_1920_30fps
./dataset/frames\15020038_1080_1920_30fps_frame_0019.png,0,15020038_1080_1920_30fps
./dataset/frames\15073904_3840_2160_24fps_frame_0000.png,0,15073904_3840_2160_24fps
./dataset/frames\15073904_3840_2160_24fps_frame_0001.png,0,15073904_3840_2160_24fps
./dataset/frames\15073904_3840_2160_24fps_frame_0002.png,0,15073904_3840_2160_24fps
./dataset/frames\15073904_3840_2160_24fps_frame_0003.png,0,15073904_3840_2160_24fps
./dataset/frames\15073904_3840_2160_24fps_frame_0004.png,0,15073904_3840_2160_24fps
./dataset/frames\15073904_3840_2160_24fps_frame_0005.png,0,15073904_3840_2160_24fps
./dataset/frames\15073904_3840_2160_24fps_frame_0006.png,0,15073904_3840_2160_24fps
./dataset/frames\15073904_3840_2160_24fps_frame_0007.png,0,15073904_3840_2160_24fps
./dataset/frames\15073904_3840_2160_24fps_frame_0008.png,0,15073904_3840_2160_24fps
./dataset/frames\15073904_3840_2160_24fps_frame_0009.png,0,15073904_3840_2160_24fps
./dataset/frames\15073904_3840_2160_24fps_frame_0010.png,0,15073904_3840_2160_24fps
./dataset/frames\15073904_3840_2160_24fps_frame_0011.png,0,15073904_3840_2160_24fps
./dataset/frames\15073904_3840_2160_24fps_frame_0012.png,0,15073904_3840_2160_24fps
./dataset/frames\15073904_3840_2160_24fps_frame_0013.png,0,15073904_3840_2160_24fps
./dataset/frames\15073904_3840_2160_24fps_frame_0014.png,0,15073904_3840_2160_24fps
./dataset/frames\15073904_3840_2160_24fps_frame_0015.png,0,15073904_3840_2160_24fps
./dataset/frames\15073904_3840_2160_24fps_frame_0016.png,0,15073904_3840_2160_24fps
./dataset/frames\15208635_1920_1080_30fps_frame_0000.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0001.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0002.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0003.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0004.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0005.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0006.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0007.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0008.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0009.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0010.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0011.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0012.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0013.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0014.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0015.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0016.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0017.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0018.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0019.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0020.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0021.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0022.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0023.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0024.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0025.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0026.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0027.png,0,15208635_1920_1080_30fps
./dataset/frames\15208635_1920_1080_30fps_frame_0028.png,0,15208635_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0000.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0001.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0002.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0003.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0004.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0005.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0006.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0007.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0008.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0009.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0010.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0011.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0012.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0013.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0014.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0015.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0016.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0017.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0018.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0019.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0020.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0021.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0022.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0023.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0024.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0025.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0026.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0027.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0028.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0029.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0030.png,0,15399966_1920_1080_30fps
./dataset/frames\15399966_1920_1080_30fps_frame_0031.png,0,15399966_1920_1080_30fps
./dataset/frames\15427335_1080_1920_50fps_frame_0000.png,0,15427335_1080_1920_50fps
./dataset/frames\15427335_1080_1920_50fps_frame_0001.png,0,15427335_1080_1920_50fps
./dataset/frames\15427335_1080_1920_50fps_frame_0002.png,0,15427335_1080_1920_50fps
./dataset/frames\15427335_1080_1920_50fps_frame_0003.png,0,15427335_1080_1920_50fps
./dataset/frames\15427335_1080_1920_50fps_frame_0004.png,0,15427335_1080_1920_50fps
./dataset/frames\15427335_1080_1920_50fps_frame_0005.png,0,15427335_1080_1920_50fps
