Game ID,Puzzle Date,Word,Group Name,Group Level,Starting Row,Starting Column
3,2023-06-14,NOSE,FACIAL FEATURES,0,2,3
3,2023-06-14,CHOW,SYNONYMS FOR EAT,1,2,4
3,2023-06-14,TENOR,MEMBERS OF A TRIO,3,3,1
3,2023-06-14,POM,"DOG BREEDS, INFORMALLY",2,3,2
3,2023-06-14,SCARF,SYNONYMS FOR EAT,1,3,3
3,2023-06-14,EYE,FACIAL FEATURES,0,3,4
3,2023-06-14,PIT,"DOG BREEDS, INFORMALLY",2,4,1
3,2023-06-14,GOBBLE,SYNONYMS FOR EAT,1,4,2
3,2023-06-14,PEKE,"DOG BREEDS, INFORMALLY",2,4,3
3,2023-06-14,CHEEK,FACIAL FEATURES,0,4,4
4,2023-06-15,DUST,CLEANING VERBS,2,1,1
4,2023-06-15,CATS,MUSICALS BEGINNING WITH “C”,1,1,2
4,2023-06-15,SPIDER,___ MAN SUPERHEROES,3,1,3
4,2023-06-15,CAROUSEL,MUSICALS BEGINNING WITH “C”,1,1,4
4,2023-06-15,PUMA,SNEAKER BRANDS,0,2,1
4,2023-06-15,IRON,___ MAN SUPERHEROES,3,2,2
4,2023-06-15,NIKE,SNEAKER BRANDS,0,2,3
4,2023-06-15,MOP,CLEANING VERBS,2,2,4
4,2023-06-15,CHICAGO,MUSICALS BEGINNING WITH “C”,1,3,1
4,2023-06-15,SWEEP,CLEANING VERBS,2,3,2
4,2023-06-15,SUPER,___ MAN SUPERHEROES,3,3,3
4,2023-06-15,BAT,___ MAN SUPERHEROES,3,3,4
4,2023-06-15,REEBOK,SNEAKER BRANDS,0,4,1
4,2023-06-15,CABARET,MUSICALS BEGINNING WITH “C”,1,4,2
4,2023-06-15,VACUUM,CLEANING VERBS,2,4,3
4,2023-06-15,ADIDAS,SNEAKER BRANDS,0,4,4
5,2023-06-16,MUSTARD,CLUE CHARACTERS,3,1,1
5,2023-06-16,TARTAR,CONDIMENTS,1,1,2
5,2023-06-16,PLUM,CLUE CHARACTERS,3,1,3
5,2023-06-16,BLUE,SYNONYMS FOR SAD,2,1,4
5,2023-06-16,GREEN,CLUE CHARACTERS,3,2,1
5,2023-06-16,PRIME,STREAMING SERVICES,0,2,2
5,2023-06-16,GLUM,SYNONYMS FOR SAD,2,2,3
5,2023-06-16,RELISH,CONDIMENTS,1,2,4
5,2023-06-16,DOWN,SYNONYMS FOR SAD,2,3,1
5,2023-06-16,PEACOCK,STREAMING SERVICES,0,3,2
5,2023-06-16,KETCHUP,CONDIMENTS,1,3,3
5,2023-06-16,LOW,SYNONYMS FOR SAD,2,3,4
5,2023-06-16,HULU,STREAMING SERVICES,0,4,1
5,2023-06-16,SCARLET,CLUE CHARACTERS,3,4,2
5,2023-06-16,MAYO,CONDIMENTS,1,4,3
5,2023-06-16,NETFLIX,STREAMING SERVICES,0,4,4
6,2023-06-17,WONDER,MEMBERS OF A SEPTET,3,1,1
6,2023-06-17,FUTURE,RAPPERS,2,1,2
6,2023-06-17,BABY,SHADES OF BLUE,1,1,3
6,2023-06-17,GO,MONOPOLY SQUARES,0,1,4
6,2023-06-17,SIN,MEMBERS OF A SEPTET,3,2,1
6,2023-06-17,CHANCE,MONOPOLY SQUARES,0,2,2
6,2023-06-17,ROYAL,SHADES OF BLUE,1,2,3
6,2023-06-17,ICE CUBE,RAPPERS,2,2,4
6,2023-06-17,MIDNIGHT,SHADES OF BLUE,1,3,1
6,2023-06-17,JAIL,MONOPOLY SQUARES,0,3,2
6,2023-06-17,SEA,MEMBERS OF A SEPTET,3,3,3
6,2023-06-17,POWDER,SHADES OF BLUE,1,3,4
6,2023-06-17,Q-TIP,RAPPERS,2,4,1
6,2023-06-17,SISTER,MEMBERS OF A SEPTET,3,4,2
6,2023-06-17,BOARDWALK,MONOPOLY SQUARES,0,4,3
6,2023-06-17,COMMON,RAPPERS,2,4,4
7,2023-06-18,JOHN,SLANG FOR TOILET,2,1,1
7,2023-06-18,CUB,BABY ANIMALS,1,1,2
7,2023-06-18,STAR,___ FISH THAT AREN’T FISH,3,1,3
7,2023-06-18,SILVER,___ FISH THAT AREN’T FISH,3,1,4
7,2023-06-18,KNEE,LEG PARTS,0,2,1
7,2023-06-18,THRONE,SLANG FOR TOILET,2,2,2
7,2023-06-18,JOEY,BABY ANIMALS,1,2,3
7,2023-06-18,JELLY,___ FISH THAT AREN’T FISH,3,2,4
7,2023-06-18,CALF,BABY ANIMALS,1,3,1
7,2023-06-18,ANKLE,LEG PARTS,0,3,2
7,2023-06-18,CRAY,___ FISH THAT AREN’T FISH,3,3,3
7,2023-06-18,HEAD,SLANG FOR TOILET,2,3,4
7,2023-06-18,SHIN,LEG PARTS,0,4,1
7,2023-06-18,CAN,SLANG FOR TOILET,2,4,2
7,2023-06-18,KID,BABY ANIMALS,1,4,3
7,2023-06-18,THIGH,LEG PARTS,0,4,4
8,2023-06-19,LOCKSMITH,THINGS WITH KEYS,3,1,1
8,2023-06-19,FIRE TRUCK,THINGS THAT ARE RED,2,1,2
8,2023-06-19,KING,MATTRESS SIZES,1,1,3
8,2023-06-19,PIANO,THINGS WITH KEYS,3,1,4
8,2023-06-19,CHESS,BOARD GAMES,0,2,1
8,2023-06-19,RUBY,THINGS THAT ARE RED,2,2,2
8,2023-06-19,FLORIDA,THINGS WITH KEYS,3,2,3
8,2023-06-19,TWIN,MATTRESS SIZES,1,2,4
8,2023-06-19,CHERRY,THINGS THAT ARE RED,2,3,1
8,2023-06-19,QUEEN,MATTRESS SIZES,1,3,2
8,2023-06-19,STOP SIGN,THINGS THAT ARE RED,2,3,3
8,2023-06-19,GO,BOARD GAMES,0,3,4
8,2023-06-19,CHECKERS,BOARD GAMES,0,4,1
8,2023-06-19,CRYPTOGRAPHY,THINGS WITH KEYS,3,4,2
8,2023-06-19,FULL,MATTRESS SIZES,1,4,3
8,2023-06-19,BACKGAMMON,BOARD GAMES,0,4,4
9,2023-06-20,SQUASH,SPORTS,0,1,1
9,2023-06-20,TEE,TOPS,1,1,2
9,2023-06-20,CARROT,VEGETABLES,2,1,3
9,2023-06-20,ANT,INSECTS,3,1,4
9,2023-06-20,TANK,TOPS,1,2,1
9,2023-06-20,CORN,VEGETABLES,2,2,2
9,2023-06-20,CRICKET,SPORTS,0,2,3
9,2023-06-20,MANTIS,INSECTS,3,2,4
9,2023-06-20,POLO,SPORTS,0,3,1
9,2023-06-20,ONION,VEGETABLES,2,3,2
9,2023-06-20,BEETLE,INSECTS,3,3,3
9,2023-06-20,BEET,VEGETABLES,2,3,4
9,2023-06-20,CAMI,TOPS,1,4,1
9,2023-06-20,TERMITE,INSECTS,3,4,2
9,2023-06-20,HALTER,TOPS,1,4,3
9,2023-06-20,FENCING,SPORTS,0,4,4
10,2023-06-21,TWINS,ZODIAC SYMBOLS,3,1,1
10,2023-06-21,TURKEY,BIRDS,2,1,2
10,2023-06-21,GOAT,ZODIAC SYMBOLS,3,1,3
10,2023-06-21,KIWI,FRUIT,0,1,4
10,2023-06-21,SCALES,ZODIAC SYMBOLS,3,2,1
10,2023-06-21,FISH,ZODIAC SYMBOLS,3,2,2
10,2023-06-21,JORDAN,COUNTRIES,1,2,3
10,2023-06-21,JAY,BIRDS,2,2,4
10,2023-06-21,ORANGE,FRUIT,0,3,1
10,2023-06-21,GEORGIA,COUNTRIES,1,3,2
10,2023-06-21,DATE,FRUIT,0,3,3
10,2023-06-21,CRANE,BIRDS,2,3,4
10,2023-06-21,TOGO,COUNTRIES,1,4,1
10,2023-06-21,SWALLOW,BIRDS,2,4,2
10,2023-06-21,LEMON,FRUIT,0,4,3
10,2023-06-21,CHAD,COUNTRIES,1,4,4
11,2023-06-22,SUGAR,TERMS OF ENDEARMENT,1,1,1
11,2023-06-22,ANGEL,THINGS WITH WINGS,2,1,2
11,2023-06-22,GINGER,SPICE GIRLS,3,1,3
11,2023-06-22,BIRD,THINGS WITH WINGS,2,1,4
11,2023-06-22,BABY,SPICE GIRLS,3,2,1
11,2023-06-22,CUMIN,SPICES BEGINNING WITH “C”,0,2,2
11,2023-06-22,BOO,TERMS OF ENDEARMENT,1,2,3
11,2023-06-22,SCARY,SPICE GIRLS,3,2,4
11,2023-06-22,SWEETIE,TERMS OF ENDEARMENT,1,3,1
11,2023-06-22,CORIANDER,SPICES BEGINNING WITH “C”,0,3,2
11,2023-06-22,AIRPLANE,THINGS WITH WINGS,2,3,3
11,2023-06-22,CLOVE,SPICES BEGINNING WITH “C”,0,3,4
11,2023-06-22,PEGASUS,THINGS WITH WINGS,2,4,1
11,2023-06-22,HONEY,TERMS OF ENDEARMENT,1,4,2
11,2023-06-22,CARDAMOM,SPICES BEGINNING WITH “C”,0,4,3
11,2023-06-22,POSH,SPICE GIRLS,3,4,4
12,2023-06-23,LUST,DEADLY SINS,1,1,1
12,2023-06-23,PRIDE,DEADLY SINS,1,1,2
12,2023-06-23,TAN,TRIG FUNCTIONS,3,1,3
12,2023-06-23,SCHOOL,ANIMAL GROUP NAMES,0,1,4
12,2023-06-23,SLOTH,SLOW ANIMALS,2,2,1
12,2023-06-23,SEC,TRIG FUNCTIONS,3,2,2
12,2023-06-23,PACK,ANIMAL GROUP NAMES,0,2,3
12,2023-06-23,COT,TRIG FUNCTIONS,3,2,4
12,2023-06-23,SNAIL,SLOW ANIMALS,2,3,1
12,2023-06-23,GREED,DEADLY SINS,1,3,2
12,2023-06-23,SIN,TRIG FUNCTIONS,3,3,3
12,2023-06-23,FLOCK,ANIMAL GROUP NAMES,0,3,4
12,2023-06-23,POD,ANIMAL GROUP NAMES,0,4,1
12,2023-06-23,LORIS,SLOW ANIMALS,2,4,2
12,2023-06-23,ENVY,DEADLY SINS,1,4,3
12,2023-06-23,TORTOISE,SLOW ANIMALS,2,4,4
13,2023-06-24,KNEW,HOMOPHONES,3,1,1
13,2023-06-24,GNOME,SILENT “G”,2,1,2
13,2023-06-24,IOTA,GREEK LETTERS,1,1,3
13,2023-06-24,FRONTIER,AIRLINES,0,1,4
13,2023-06-24,DELTA,GREEK LETTERS,1,2,1
13,2023-06-24,CHI,GREEK LETTERS,1,2,2
13,2023-06-24,GNOCCHI,SILENT “G”,2,2,3
13,2023-06-24,NEW,HOMOPHONES,3,2,4
13,2023-06-24,SPIRIT,AIRLINES,0,3,1
13,2023-06-24,BETA,GREEK LETTERS,1,3,2
13,2023-06-24,VIRGIN,AIRLINES,0,3,3
13,2023-06-24,GNAW,SILENT “G”,2,3,4
13,2023-06-24,NU,HOMOPHONES,3,4,1
13,2023-06-24,GNAT,SILENT “G”,2,4,2
13,2023-06-24,UNITED,AIRLINES,0,4,3
13,2023-06-24,GNU,HOMOPHONES,3,4,4
14,2023-06-25,CANOPY,BEDS,0,1,1
14,2023-06-25,LINK,VIDEO GAME CHARACTERS,3,1,2
14,2023-06-25,PASSPORT,HONDAS,2,1,3
14,2023-06-25,MARX,FAMOUS BROTHERS,1,1,4
14,2023-06-25,PILOT,HONDAS,2,2,1
14,2023-06-25,SONIC,VIDEO GAME CHARACTERS,3,2,2
14,2023-06-25,WRIGHT,FAMOUS BROTHERS,1,2,3
14,2023-06-25,ACCORD,HONDAS,2,2,4
14,2023-06-25,MURPHY,BEDS,0,3,1
14,2023-06-25,CRASH,VIDEO GAME CHARACTERS,3,3,2
14,2023-06-25,CIVIC,HONDAS,2,3,3
14,2023-06-25,BUNK,BEDS,0,3,4
14,2023-06-25,MARIO,VIDEO GAME CHARACTERS,3,4,1
14,2023-06-25,JONAS,FAMOUS BROTHERS,1,4,2
14,2023-06-25,TRUNDLE,BEDS,0,4,3
14,2023-06-25,WARNER,FAMOUS BROTHERS,1,4,4
15,2023-06-26,SILVER,FICTIONAL PIRATES,3,1,1
15,2023-06-26,TWEET,BIRD SOUNDS,0,1,2
15,2023-06-26,ROD,FISHING GEAR,2,1,3
15,2023-06-26,SPARROW,FICTIONAL PIRATES,3,1,4
15,2023-06-26,BROWN,COLORS,1,2,1
15,2023-06-26,TACKLE,FISHING GEAR,2,2,2
15,2023-06-26,HOOK,FICTIONAL PIRATES,3,2,3
15,2023-06-26,PINK,COLORS,1,2,4
15,2023-06-26,CAW,BIRD SOUNDS,0,3,1
15,2023-06-26,JONES,FICTIONAL PIRATES,3,3,2
15,2023-06-26,VIOLET,COLORS,1,3,3
15,2023-06-26,REEL,FISHING GEAR,2,3,4
15,2023-06-26,TURQUOISE,COLORS,1,4,1
15,2023-06-26,CHIRP,BIRD SOUNDS,0,4,2
15,2023-06-26,LURE,FISHING GEAR,2,4,3
15,2023-06-26,CLUCK,BIRD SOUNDS,0,4,4
16,2023-06-27,BEAN,MR. ___,3,1,1
16,2023-06-27,ESPRESSO,COFFEE DRINKS,0,1,2
16,2023-06-27,ALMOND,TREE NUTS,1,1,3
16,2023-06-27,FOREST,SHADES OF GREEN,2,1,4
16,2023-06-27,PECAN,TREE NUTS,1,2,1
16,2023-06-27,CLEAN,MR. ___,3,2,2
16,2023-06-27,KELLY,SHADES OF GREEN,2,2,3
16,2023-06-27,LATTE,COFFEE DRINKS,0,2,4
16,2023-06-27,PEANUT,MR. ___,3,3,1
16,2023-06-27,EMERALD,SHADES OF GREEN,2,3,2
16,2023-06-27,AMERICANO,COFFEE DRINKS,0,3,3
16,2023-06-27,FOX,MR. ___,3,3,4
16,2023-06-27,OLIVE,SHADES OF GREEN,2,4,1
16,2023-06-27,WALNUT,TREE NUTS,1,4,2
16,2023-06-27,CAPPUCCINO,COFFEE DRINKS,0,4,3
16,2023-06-27,CASHEW,TREE NUTS,1,4,4
17,2023-06-28,TIDE,DETERGENTS,2,1,1
17,2023-06-28,BERMUDA,___ TRIANGLE,3,1,2
17,2023-06-28,STERN,SHIP DIRECTIONS,1,1,3
17,2023-06-28,SCARF,NECKWEAR,0,1,4
17,2023-06-28,LOVE,___ TRIANGLE,3,2,1
17,2023-06-28,ASCOT,NECKWEAR,0,2,2
17,2023-06-28,GAIN,DETERGENTS,2,2,3
17,2023-06-28,BOW,SHIP DIRECTIONS,1,2,4
17,2023-06-28,RIGHT,___ TRIANGLE,3,3,1
17,2023-06-28,ERA,DETERGENTS,2,3,2
17,2023-06-28,PORT,SHIP DIRECTIONS,1,3,3
17,2023-06-28,BOLO,NECKWEAR,0,3,4
17,2023-06-28,ACUTE,___ TRIANGLE,3,4,1
17,2023-06-28,TIE,NECKWEAR,0,4,2
17,2023-06-28,ALL,DETERGENTS,2,4,3
17,2023-06-28,STARBOARD,SHIP DIRECTIONS,1,4,4
18,2023-06-29,GREY,TITLE TV DOCTORS,2,1,1
18,2023-06-29,CUP,AWARDS,1,1,2
18,2023-06-29,BILL,NFL PLAYERS,3,1,3
18,2023-06-29,RIBBON,AWARDS,1,1,4
18,2023-06-29,QUAD,"MUSCLES, INFORMALLY",0,2,1
18,2023-06-29,BEAR,NFL PLAYERS,3,2,2
18,2023-06-29,HOUSE,TITLE TV DOCTORS,2,2,3
18,2023-06-29,LAT,"MUSCLES, INFORMALLY",0,2,4
18,2023-06-29,QUINN,TITLE TV DOCTORS,2,3,1
18,2023-06-29,TRI,"MUSCLES, INFORMALLY",0,3,2
18,2023-06-29,MEDAL,AWARDS,1,3,3
18,2023-06-29,COMMANDER,NFL PLAYERS,3,3,4
18,2023-06-29,BROWN,NFL PLAYERS,3,4,1
18,2023-06-29,TROPHY,AWARDS,1,4,2
18,2023-06-29,PEC,"MUSCLES, INFORMALLY",0,4,3
18,2023-06-29,HOWSER,TITLE TV DOCTORS,2,4,4
19,2023-06-30,CREAM,OFF-WHITE SHADES,0,1,1
19,2023-06-30,GARLIC,ANTI-VAMPIRE,1,1,2
19,2023-06-30,PORK,KINDS OF MEAT,2,1,3
19,2023-06-30,ROW,SYNONYMS FOR ARGUMENT,3,1,4
19,2023-06-30,MIRROR,ANTI-VAMPIRE,1,2,1
19,2023-06-30,BEEF,KINDS OF MEAT,2,2,2
19,2023-06-30,SPAT,SYNONYMS FOR ARGUMENT,3,2,3
19,2023-06-30,EGGSHELL,OFF-WHITE SHADES,0,2,4
19,2023-06-30,POULTRY,KINDS OF MEAT,2,3,1
19,2023-06-30,STAKE,ANTI-VAMPIRE,1,3,2
19,2023-06-30,TIFF,SYNONYMS FOR ARGUMENT,3,3,3
19,2023-06-30,VANILLA,OFF-WHITE SHADES,0,3,4
19,2023-06-30,IVORY,OFF-WHITE SHADES,0,4,1
19,2023-06-30,QUARREL,SYNONYMS FOR ARGUMENT,3,4,2
19,2023-06-30,VENISON,KINDS OF MEAT,2,4,3
19,2023-06-30,CRUCIFIX,ANTI-VAMPIRE,1,4,4
20,2023-07-01,KING,ROYAL AND NOBLE TITLES,1,1,1
20,2023-07-01,OAT,GRAINS,0,1,2
20,2023-07-01,STONE,BEST DIRECTOR OSCAR WINNERS,3,1,3
20,2023-07-01,RICE,UNIVERSITIES,2,1,4
20,2023-07-01,BARLEY,GRAINS,0,2,1
20,2023-07-01,BONG,BEST DIRECTOR OSCAR WINNERS,3,2,2
20,2023-07-01,DUKE,UNIVERSITIES,2,2,3
20,2023-07-01,FORD,BEST DIRECTOR OSCAR WINNERS,3,2,4
20,2023-07-01,BROWN,UNIVERSITIES,2,3,1
20,2023-07-01,SPELT,GRAINS,0,3,2
20,2023-07-01,LEE,BEST DIRECTOR OSCAR WINNERS,3,3,3
20,2023-07-01,EARL,ROYAL AND NOBLE TITLES,1,3,4
20,2023-07-01,HOWARD,UNIVERSITIES,2,4,1
20,2023-07-01,BARON,ROYAL AND NOBLE TITLES,1,4,2
20,2023-07-01,RYE,GRAINS,0,4,3
20,2023-07-01,PRINCE,ROYAL AND NOBLE TITLES,1,4,4
21,2023-07-02,OPERA,WEB BROWSERS,1,1,1
21,2023-07-02,BABY,LIL ___ RAPPERS,3,1,2
21,2023-07-02,WAYNE,LIL ___ RAPPERS,3,1,3
21,2023-07-02,JO,“LITTLE WOMEN” SISTERS,2,1,4
21,2023-07-02,POP,MUSIC GENRES,0,2,1
21,2023-07-02,MEG,“LITTLE WOMEN” SISTERS,2,2,2
21,2023-07-02,SAFARI,WEB BROWSERS,1,2,3
21,2023-07-02,KIM,LIL ___ RAPPERS,3,2,4
21,2023-07-02,RAP,MUSIC GENRES,0,3,1
21,2023-07-02,CHROME,WEB BROWSERS,1,3,2
21,2023-07-02,BETH,“LITTLE WOMEN” SISTERS,2,3,3
21,2023-07-02,JAZZ,MUSIC GENRES,0,3,4
21,2023-07-02,PUNK,MUSIC GENRES,0,4,1
21,2023-07-02,JON,LIL ___ RAPPERS,3,4,2
21,2023-07-02,AMY,“LITTLE WOMEN” SISTERS,2,4,3
21,2023-07-02,EDGE,WEB BROWSERS,1,4,4
22,2023-07-03,BITE,SOUND ___,3,1,1
22,2023-07-03,STOP,TRAFFIC SIGNS,2,1,2
22,2023-07-03,TRUNK,ANIMAL NOSES,1,1,3
22,2023-07-03,BOXER,DOG BREEDS,0,1,4
22,2023-07-03,WAVE,SOUND ___,3,2,1
22,2023-07-03,YIELD,TRAFFIC SIGNS,2,2,2
22,2023-07-03,MUZZLE,ANIMAL NOSES,1,2,3
22,2023-07-03,BARRIER,SOUND ___,3,2,4
22,2023-07-03,DETOUR,TRAFFIC SIGNS,2,3,1
22,2023-07-03,HUSKY,DOG BREEDS,0,3,2
22,2023-07-03,SNOUT,ANIMAL NOSES,1,3,3
22,2023-07-03,ASLEEP,SOUND ___,3,3,4
22,2023-07-03,DALMATIAN,DOG BREEDS,0,4,1
22,2023-07-03,BEAK,ANIMAL NOSES,1,4,2
22,2023-07-03,SLOW,TRAFFIC SIGNS,2,4,3
22,2023-07-03,POODLE,DOG BREEDS,0,4,4
23,2023-07-04,BEACH BOY,'60S BAND MEMBERS,0,1,1
23,2023-07-04,TWIST,DANCE FADS,1,1,2
23,2023-07-04,CHAIN,THINGS WITH LINKS,3,1,3
23,2023-07-04,ROLLING STONE,MAGAZINES,2,1,4
23,2023-07-04,MASHED POTATO,DANCE FADS,1,2,1
23,2023-07-04,WIRED,MAGAZINES,2,2,2
23,2023-07-04,WEBSITE,THINGS WITH LINKS,3,2,3
23,2023-07-04,BEATLE,'60S BAND MEMBERS,0,2,4
23,2023-07-04,SAUSAGE,THINGS WITH LINKS,3,3,1
23,2023-07-04,BYRD,'60S BAND MEMBERS,0,3,2
23,2023-07-04,DOUGIE,DANCE FADS,1,3,3
23,2023-07-04,FORTUNE,MAGAZINES,2,3,4
23,2023-07-04,MACARENA,DANCE FADS,1,4,1
23,2023-07-04,VOGUE,MAGAZINES,2,4,2
23,2023-07-04,GOLF COURSE,THINGS WITH LINKS,3,4,3
23,2023-07-04,MONKEE,'60S BAND MEMBERS,0,4,4
24,2023-07-05,MILKY WAY,CANDY BARS,0,1,1
24,2023-07-05,GENESIS,VIDEO GAME CONSOLES,1,1,2
24,2023-07-05,HAMMER,EAR PARTS,2,1,3
24,2023-07-05,SUM,BAND NAMES MINUS NUMBERS,3,1,4
24,2023-07-05,SWITCH,VIDEO GAME CONSOLES,1,2,1
24,2023-07-05,MAROON,BAND NAMES MINUS NUMBERS,3,2,2
24,2023-07-05,BOUNTY,CANDY BARS,0,2,3
24,2023-07-05,U,BAND NAMES MINUS NUMBERS,3,2,4
24,2023-07-05,ANVIL,EAR PARTS,2,3,1
24,2023-07-05,CRUNCH,CANDY BARS,0,3,2
24,2023-07-05,BLINK,BAND NAMES MINUS NUMBERS,3,3,3
24,2023-07-05,STIRRUP,EAR PARTS,2,3,4
24,2023-07-05,HEATH,CANDY BARS,0,4,1
24,2023-07-05,WII,VIDEO GAME CONSOLES,1,4,2
24,2023-07-05,COCHLEA,EAR PARTS,2,4,3
24,2023-07-05,DREAMCAST,VIDEO GAME CONSOLES,1,4,4
25,2023-07-06,MOUSSE,DESSERTS,0,1,1
25,2023-07-06,WALRUS,MUSTACHES,3,1,2
25,2023-07-06,FUDGE,MILD OATHS,1,1,3
25,2023-07-06,HORSESHOE,MUSTACHES,3,1,4
25,2023-07-06,SHOOT,MILD OATHS,1,2,1
25,2023-07-06,PENCIL,MUSTACHES,3,2,2
25,2023-07-06,ELEPHANT,ANIMALS WITH TUSKS,2,2,3
25,2023-07-06,FLAN,DESSERTS,0,2,4
25,2023-07-06,NARWHAL,ANIMALS WITH TUSKS,2,3,1
25,2023-07-06,HIPPO,ANIMALS WITH TUSKS,2,3,2
25,2023-07-06,HECK,MILD OATHS,1,3,3
25,2023-07-06,HANDLEBAR,MUSTACHES,3,3,4
25,2023-07-06,TIRAMISU,DESSERTS,0,4,1
25,2023-07-06,DARN,MILD OATHS,1,4,2
25,2023-07-06,WARTHOG,ANIMALS WITH TUSKS,2,4,3
25,2023-07-06,CHEESECAKE,DESSERTS,0,4,4
26,2023-07-07,PETTY,TOMS,2,1,1
26,2023-07-07,PARROT,SYNONYMS FOR IMITATE,1,1,2
26,2023-07-07,POLAND,EUROPEAN COUNTRIES,0,1,3
26,2023-07-07,CRUISE,TOMS,2,1,4
26,2023-07-07,MIX,WORDS SPELLED WITH ROMAN NUMERALS,3,2,1
26,2023-07-07,MIMIC,SYNONYMS FOR IMITATE,1,2,2
26,2023-07-07,HOLLAND,TOMS,2,2,3
26,2023-07-07,GREECE,EUROPEAN COUNTRIES,0,2,4
26,2023-07-07,ECHO,SYNONYMS FOR IMITATE,1,3,1
26,2023-07-07,MILD,WORDS SPELLED WITH ROMAN NUMERALS,3,3,2
26,2023-07-07,LIVID,WORDS SPELLED WITH ROMAN NUMERALS,3,3,3
26,2023-07-07,COPY,SYNONYMS FOR IMITATE,1,3,4
26,2023-07-07,PORTUGAL,EUROPEAN COUNTRIES,0,4,1
26,2023-07-07,WAITS,TOMS,2,4,2
26,2023-07-07,DENMARK,EUROPEAN COUNTRIES,0,4,3
26,2023-07-07,DILL,WORDS SPELLED WITH ROMAN NUMERALS,3,4,4
27,2023-07-08,HEART,ORGANS,1,1,1
27,2023-07-08,BERET,HATS,0,1,2
27,2023-07-08,SPINE,PARTS OF A BOOK,2,1,3
27,2023-07-08,POT,JACK ___,3,1,4
27,2023-07-08,ASS,JACK ___,3,2,1
27,2023-07-08,KIDNEY,ORGANS,1,2,2
27,2023-07-08,FEZ,HATS,0,2,3
27,2023-07-08,JACKET,PARTS OF A BOOK,2,2,4
27,2023-07-08,BOWLER,HATS,0,3,1
27,2023-07-08,RABBIT,JACK ___,3,3,2
27,2023-07-08,LIVER,ORGANS,1,3,3
27,2023-07-08,COVER,PARTS OF A BOOK,2,3,4
27,2023-07-08,LUNG,ORGANS,1,4,1
27,2023-07-08,PAGE,PARTS OF A BOOK,2,4,2
27,2023-07-08,FEDORA,HATS,0,4,3
27,2023-07-08,KNIFE,JACK ___,3,4,4
28,2023-07-09,COCONUT,TROPICAL FRUITS,3,1,1
28,2023-07-09,ZIP,FILE EXTENSIONS,1,1,2
28,2023-07-09,PENGUIN,FLIGHTLESS BIRDS,2,1,3
28,2023-07-09,DOC,SEVEN DWARFS,0,1,4
28,2023-07-09,KIWI,FLIGHTLESS BIRDS,2,2,1
28,2023-07-09,HAPPY,SEVEN DWARFS,0,2,2
28,2023-07-09,TIFF,FILE EXTENSIONS,1,2,3
28,2023-07-09,BANANA,TROPICAL FRUITS,3,2,4
28,2023-07-09,EMU,FLIGHTLESS BIRDS,2,3,1
28,2023-07-09,GRUMPY,SEVEN DWARFS,0,3,2
28,2023-07-09,MANGO,TROPICAL FRUITS,3,3,3
